review,pred_label
both robert duvall and glenn close played their roles with such believability simply cried glenn close role as ruth showed her wanting to deal with the situation but she was under the domination of her husband let him think about what he did robert duvall character joe said staunchly the story depicted rural family dealing with an accidental death of son by his brother called the stone boy meaning he was so distraught and overwhelmed by what he did he became emotionally paralyzed then towards the end when jason presson character arnold let it all out to stranger was so broken hearted for him that actually thought of some of the terrible things that did in my life personalized and identified with his character frederick forrest and gail youngs roles did not add not much to the film thought of frederick forrest who played ruth antagonistic womanizing brother andy as jerk who did nothing to try to help the situation his wife lou played by gail youngs acted like crazy lady smacking arnold around out of frustration with her own problems without pity and blaming him for her troubles could not really feel sorry for these two though lou tried to keep her marriage together she was unsuccessful both did not deal with their problems effectively they really did nothing for the film and were totally ridiculous wilfred brimley minor role as the grandfather was touching for he was the only character that showed arnold any attention felt his role should have been elaborated the players were just doing what they felt was adequate and sufficient however really liked the ending so much actually smiled and cried tears of joy felt good the hillermans were family again actually wanted to be part of this family they were so realistic,1
the canterville ghost 1996 the director made this too sappy production maybe it the generation but really liked the charles laughton version there is time and place for emoting and this production does not translate very well patrick stewart reciting shakespeare was very good but still inappropriate would neither recommend nor watch again the close ups and padded text and sub plots were lost on me adding extraneous material and scenes takes away from truly great work the screenplay writer should find another profession in which to misplace his talent maybe afternoon soap operas would be better venue check out the really good version and pass on this one,0
you have to figure that when the star name is listed wrong in the opening credits you are not in for good time the credit reads cuba gooding some nice car chase shoot em up blow em up action if all you want is action because the relationship to what plot exists is tenuous at best and completely unbelievable the motivations of the characters especially that of gooding at the end are worse then unbelievable they are irrational when they are not hopelessly muddled all can think is that andy cheng must be really nice guy to get this many good actors into this foul project he can have something on all of them can he,0
james cagney racketeer and political ward heeler get to become deputy commissioner of corrections and visits boys reform school the catch is that cagney is not in it for the graft he genuinely wants to make difference in the lives of the kids there because he comes from background like their br br the villain of the piece is dudley digges who is grafting chiseler and sanctimonious hypocrite to boot one of the subtexts of the plot of the mayor of hell is that these kids are mostly immigrants and those that judge them and are in positions of power are those who are here few generations note in the mess hall scene as digges offers prayer of thanks for the food they are about to receive digges is eating well but the kids are getting quality you feed to your pet br br cagney has his own troubles back in the city with some of his henchmen and he has to take it on the lam that puts digges back in charge and setting up the film for it climax br br the mayor of hell was typical product from the working class studio and because it was pre code it gets pretty gruesome at times later version of this crime school with humphrey bogart and the dead end kids was more sanitized remake br br although cagney is fine in the lead role as is madge evans the school nurse the acting honors go to dudley digges hard to believe that the same man could portray the drunken but kindly one legged ship surgeon in mutiny on the bounty but digges is fine player and joy to watch in every film he in br br this film is not shown to often because of the racial and ethnic stereotypes it portrays whole lot of minorities would be offended today still it fine film br br interestingly enough few years ago the film sleepers came out and it touched on some of the same issues guess films about reform schools don change in any time,1
the other reviewers are way waaaay off as to why the farscape show has been temporarily put to rest it has nothing to do with the quality of the shows slacking in fact the exact opposite is true they kept getting better and better have seen every episode and when you simply watch them in order you really become in awe how much cooler it gets as they move on and on and the wormhole aeryn subplots are really very interesting and gave it more vibe not less before it was sort of chaotic slow and rather aimless they spent like the first two seasons running from this foe type but in the second two they were actually trying to do something also have never seen such great fun blend of sexy gals and attitudes in sci fi the blue girl zahn was cool but not sexy they literally got to the point where the gals were running around in leather corsets and high heels blasting aliens now tell me what could be cooler than that br br the real reason farscape went off for bit is because it was costing too much and that is good thing for the fans because the show watched end to end is really like 60 hour long epic movie with all the cinematics of the blockbuster stuff ok ok they do use similar sets lot but the cg is great and the gals are sexxxy br br blah blah the real reason is because tv shows are about profit it is business and the sci fi channel or whoever was not getting as big return on this expensive farscape show as they could with junk shows like stargate lexx was actually cool until they got rid of the hot german girl and replaced her with this bizarre fat lipped oddity br br anyway yes remember this farscape kept getting better and better until it was really like little real movie each week then the networks decided hey people will watch any old piece of drek we shove on the air as long as it is the only sci fi thing on at that hour so why are we spending all this money on farscape let shove cheesy low budget stargate down people throats and call it hit series because it like all we play every darn night lol br br that the way it goes also gotta tell ya that claudia black is really cool actress after she got her facelift got the baggy eyes tightened she was looking really cool one of those dynamic types like judy davis and sometimes hot looking sometimes ugly like roller coaster ride par claudia black with lucy lawless in style and substance both very fun to watch not just chrichton and yeah you may say the pregnancy thing was cheesy but how many sci fi shows have believable and deep romantic subplot that actually goes somewhere and progresses it was legitimately cool as romance story the actors on the show are great it really is shame the show is in limbo for now but hope it comes back in more episodes soon and movies as well because will deffinately buy them,1
beyond the fact crazy people exist and there are religious nuts out there br br the characters basically make no sense most of the time br br the film has no real beginning middle or ending nor is anything ever explained much br br the film opens with young man with the unlikely name of hazel motes apparently returning from stint in the army br br he hitches ride to two story house that is in extreme disrepair windows boarded over he goes in the house walks around and finally writes note that he leaves there this scene comes to nothing and we learn nothing further about the house or its history br br it is never explained exactly whose house this is or where the people have gone but we are given the impression hazel has probably lived there at one time br br hazel decides to go to city why we don know once he arrives in this city he writes down name address that he sees on bathroom wall and goes to visit this woman who is surprisingly fat hooker he sees her for awhile and then he apparently isn seeing her anymore like everything else in this movie it comes to nothing and serves no purpose br br young man named enoch tries to befriend him but hazel really isn interested although they keep crossing paths br br enoch is about as crazy as you can get one of his habits is to go to the zoo and stand in front of the cage where the chimps are and talk at them insultingly br br we never really know why enoch behaves as he does or why hazel behaves as he does beyond the fact hazel had an overdose of old time scary fundamentalist religion via his grandfather br br enoch later becomes enthralled with man who dresses in gorilla suit and manages to get the gorilla suit from him and then runs around in it br br hazel who is wound rather tight and seems to be in constant borderline rage does bit of street preaching got the impression he was trying to free himself from the untruths of the religion that had been drilled into him br br he has several encounters with preacher and his daughter although their interactions never really make any particular point and there is no plot line br br eventually hazel succumbs to complete religious fervor and begins self harming br br it is very odd film interesting in it oddness but other than that it has absolutely nothing going for it br br the cast does an outstanding job but this film completely fails to deliver either point of view or storyline br br the film also has the characters tossing around the word from time to time with no connection to the rest of the dialog br br 2 stars,0
I have no idea what the point of this film was supposed to be. It was so disjointed and confusing. I couldn't tell what was going on or what the characters were supposed to be doing. The acting was terrible and the dialogue was even worse. I would not recommend this film to anyone.,0
don watch soaps my grandmother still watches that one with the hour glass made fun of them it when was ten it was so easy br br but this movie takes parody and spells it new way found the story pretty damn funny the fashions of the 80 shoulder pads sequins and polyester just top it off the huge hair the high heels and the histrionics what combination br br and all the actors just go to town chewing up their parts and spitting them out in big well scripted pile sally kevin elisabeth wonderful whoopi great robert downey refreshing to see him back when he had such potential before the tabloids and garry why did we have to wait so long to see him on film leesa gibbons hadn been missing her but nice to include her as real life entertainment reporter and where do you apply for that job anyway br br admittedly could have done without sally climbing the drainpipe lucy ricardo did it how many times as has every comedienne from carol burnett to don know who and so done with it now could spit peanuts if had them apparently it what you do when you re being funny in tall building in new york just thankful they didn pull out the flagpole bit br br but it was cute it was funny it had plot twists it had an after credits ending before that was common it had clothes worthy of second glance it had great cast and it got personal memories for me really what more do you need,1
this film provides us with an interesting reminder of how easy it is for so many to get caught up in the busy occupation of doing nothing we as people of african descent owe it to ourselves to make change to this cycle of all talk and no action and start to realise in order to make change there needs to be less talk and more action it is powerful statement of the divisions of our people over small issues and our failings to recognise the bigger picture and the need to unite in order to make difference despite its reference to the black community all viewers can learn something from the message this film seeks to portray,1
after seeing forever hollywood it would be natural to want to see john waters film at least one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non mainstream director it worth the effort and pf is lot better than eraserhead and there is certain campiness about his films which his followers find addicting,1
have seen this film three times now and each time see it it becomes more personal and more emotional to watch br br the acting is amazing which is not hard to believe since it is daniel day lewis who is an amazing actor brenda fricker is the surprise wonder in it though she captures your heart as the mother of physically disabled boy who is not able to walk or speak until he is in his late teens br br can say enough good things about the movie but will stop here recommend it to anyone who enjoys movies that are based on actual events or just enjoy good dramas in general,1
this movie is the best horror movie have ever seen the acting is terrible and the plot leaves lot to be desired but the puppet gave me nightmares for weeks seriously if you have little kids don let them see this of course am little biased because of an irrational fear of puppets and midgets also body double cameo by the guy who does mini me verne troyer and some gratuitous nudity must in any low budget horror movie all other horror movies will forever be judged against this in my book,0
hmmm started well like hybrid of files first wave unfortunately if the mere notion of da vinci lost time machine is preposterous to you then the final battle between one man with pistol and 4 16th century monks armed to the teeth with automatic weapons will seem positively ridiculous equalled only by poor acting poor script and screenplay or in other words giggle factor 5 captain,0
one of the worst movies ve ever seen when was trying to watch this had flu and was pretty open minded for any brainless entertainment unfortunately this was too much how so many totally ungifted actors can be in one movie this movie makes porn look like european art movie cast just speaks out their lines without any emotions special thanks to charlie snows baldwin soon to be ex wife who talks about her divorce like the rest of us talk about the weather just horrible and funny br br with lots of booze and friends this might just make it as background entertainment and few laughs just like ed wood movies the plot is joke and soundtrack straight from some cheeky soap opera br br hopefully nobody paid to see this movie br br,0
having the in laws over for the weekend then this is the film to hasten their departure failing that it will induce catatonic state to bring welcome relief from constant nagging br br the film is supposedly set on board luxury cruise ship which is more superannuated car ferry the plot has more holes than the average colander and cast dredged from the depths of the celebrity list an interesting piece of added amusement is playing spot the villain as passengers join the ship you won be wrong with script that sinks faster than brick clichéd set pieces and copious amounts of raspberry jam doubling as blood this film attempts to encompass the genres of thriller action movie and gore fest and simultaneously fails to fulfil any of them br br must watch film if only to laugh at how bad it is,0
the ghost walks is nifty little mystery with great twist snappy dialog and best of all pansy played to the twittery hilt by character actor johnny arthur which never demeans or denigrates his character mr arthur is great in his role of homer erskine bringing great comic relief as the secretary of the broadway producer herman wood played by another great character actor richard carle br br they play off of each other superbly br br although the acceptable words of the time sissy and cream puff are used to describe the character of homer it is never mean spirited or meant as denigration and are not spoken by the manly males of the film but by his employer who fires and rehires him every other scene and who displays an almost exasperated affection for his devoted employee br br there is great scene where homer tells his boss that he has devoted the best years of his life to him and has been everything but mother to him br br the mystery angle of the film is very entertaining and the twist at the end might just leave you in stitches br br for low budget poverty row picture this film has superb set decoration and great costuming br br director frank strayer ably handles his cast and this film holds together much better than some of his other low budget mystery attempts but he had great script to work with and some wonderful actors to carry it through br br this film is must see for devotees of poverty row films old dark house mysteries they actually managed to work in the lines it was dark and stormy night and it has the added bonus of being an early representation of gay character in film where nothing bad happens to them in the end br br this movie is available for download in the public domain film section of the internet archive at archive org,1
did sandra yes she must have know we would still be here for her some nine years later br br see it if you haven again if you have see her live while you can,1
corridors of time the movie you can watch if you re looking for sophisticated way of suicide some use guns ropes or gas but you want to ruin your brains do not wait any longer corridors of time is probably one of the biggest possible mistakes thinking christian clavier is able to act and to bring you fun do not miss the 45 francs this poor thing cost me sometimes one has to reset its evaluation system looking at the absolute zero this film deserves 2 10 but that only because like jean reno too bad for him he also stars in ronin think gonna dislike him,0
